,feature_preprocessor_type,regressor,data_preprocessor_type,R2,R2normalized,ENSEMBLE WEIGHT,ENSEMBLE WEIGHT normalized,MEAN FIT TIME,MEAN FIT TIME normalized,bootstrap_regressor_hyperparams,criterion_regressor_hyperparams,max_depth_regressor_hyperparams,max_features_regressor_hyperparams,max_leaf_nodes_regressor_hyperparams,min_impurity_decrease_regressor_hyperparams,min_samples_leaf_regressor_hyperparams,min_samples_split_regressor_hyperparams,min_weight_fraction_leaf_regressor_hyperparams,activation_regressor_hyperparams,alpha_regressor_hyperparams,batch_size_regressor_hyperparams,beta_1_regressor_hyperparams,beta_2_regressor_hyperparams,early_stopping_regressor_hyperparams,epsilon_regressor_hyperparams,hidden_layer_depth_regressor_hyperparams,learning_rate_init_regressor_hyperparams,n_iter_no_change_regressor_hyperparams,num_nodes_per_layer_regressor_hyperparams,shuffle_regressor_hyperparams,solver_regressor_hyperparams,tol_regressor_hyperparams,C_regressor_hyperparams,dual_regressor_hyperparams,fit_intercept_regressor_hyperparams,intercept_scaling_regressor_hyperparams,loss_regressor_hyperparams,alpha_1_regressor_hyperparams,alpha_2_regressor_hyperparams,lambda_1_regressor_hyperparams,lambda_2_regressor_hyperparams,n_iter_regressor_hyperparams,threshold_lambda_regressor_hyperparams,n_neighbors_regressor_hyperparams,p_regressor_hyperparams,weights_regressor_hyperparams,average_regressor_hyperparams,learning_rate_regressor_hyperparams,penalty_regressor_hyperparams,eta0_regressor_hyperparams,max_depth_factor_regressor_hyperparams,validation_fraction_regressor_hyperparams,n_estimators_regressor_hyperparams,power_t_regressor_hyperparams,gamma_regressor_hyperparams,kernel_regressor_hyperparams,coef0_regressor_hyperparams,degree_regressor_hyperparams,l1_ratio_regressor_hyperparams,thetaL_regressor_hyperparams,thetaU_regressor_hyperparams,early_stop_regressor_hyperparams,l2_regularization_regressor_hyperparams,max_bins_regressor_hyperparams,scoring_regressor_hyperparams,max_iter_regressor_hyperparams,shrinking_regressor_hyperparams,percentile_feature_hyperparams,score_func_feature_hyperparams,bootstrap_feature_hyperparams,criterion_feature_hyperparams,max_depth_feature_hyperparams,max_features_feature_hyperparams,max_leaf_nodes_feature_hyperparams,min_samples_leaf_feature_hyperparams,min_samples_split_feature_hyperparams,min_weight_fraction_leaf_feature_hyperparams,n_estimators_feature_hyperparams,alpha_feature_hyperparams,mode_feature_hyperparams,0_feature_hyperparams,affinity_feature_hyperparams,linkage_feature_hyperparams,n_clusters_feature_hyperparams,pooling_func_feature_hyperparams,keep_variance_feature_hyperparams,whiten_feature_hyperparams,degree_feature_hyperparams,include_bias_feature_hyperparams,interaction_only_feature_hyperparams,algorithm_feature_hyperparams,fun_feature_hyperparams,n_components_feature_hyperparams,gamma_feature_hyperparams,kernel_feature_hyperparams,coef0_feature_hyperparams,numerical_transformer_imputation_strategy_data_hyperparams,numerical_transformer_rescaling_data_hyperparams,numerical_transformer_rescaling_robust_scaler_q_max_data_hyperparams,numerical_transformer_rescaling_robust_scaler_q_min_data_hyperparams,numerical_transformer_rescaling_quantile_transformer_n_quantiles_data_hyperparams,numerical_transformer_rescaling_quantile_transformer_output_distribution_data_hyperparams
732,polynomial,sgd,feature_type,0.1599106941484332,0.1599106941484332,0.0,0.0,8.420093774795532,8.420093774795532,,,,,,,,,,,0.0008921942919804507,,,,,,,,,,,,1.0631364827253133e-05,,,True,,squared_loss,,,,,,,,,,True,invscaling,elasticnet,2.842998703787734e-07,,,,0.3195504519103891,,,,,0.3504379170344354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,False,False,,,,,,,mean,quantile_transformer,,,1115,normal
733,select_rates_regression,sgd,feature_type,0.1598672729697626,0.1598672729697626,0.0,0.0,6.318651437759399,6.318651437759399,,,,,,,,,,,1.470370861598528e-06,,,,,,,,,,,,1.0302530225450798e-05,,,True,,squared_loss,,,,,,,,,,True,invscaling,elasticnet,2.9516569734251357e-07,,,,0.25,,,,,0.14999999999999974,,,,,,,,,,f_regression,,,,,,,,,,0.09991939992779399,fwe,,,,,,,,,,,,,,,,,most_frequent,robust_scaler,0.7640966520304845,0.20541860377531238,,
734,,libsvm_svr,feature_type,0.1598342464355913,0.1598342464355913,0.0,0.0,5.891026020050049,5.891026020050049,,,,,,,,,,,,,,,,0.5754242408731691,,,,,,,0.0018121443644498936,156.86494651003028,,,,,,,,,,,,,,,,,,,,,,,linear,,,,,,,,,,-1,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,none,,,,
735,random_trees_embedding,sgd,feature_type,0.159800319198714,0.159800319198714,0.0,0.0,3.5417468547821045,3.5417468547821045,,,,,,,,,,,0.000561739293940444,,,,,,,,,,,,6.754718159384894e-05,,,True,,squared_loss,,,,,,,,,,True,invscaling,elasticnet,0.0005750341917198486,,,,0.2267314835279266,,,,,0.47306693305101033,,,,,,,,,,,True,,5,,None,5,10,1.0,20,,,,,,,,,,,,,,,,,,,median,none,,,,
736,polynomial,extra_trees,feature_type,0.1597298771855804,0.1597298771855804,0.0,0.0,12.230707168579102,12.230707168579102,False,mse,None,0.24696935535321735,None,0.0,2,20,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,True,False,,,,,,,most_frequent,minmax,,,,
737,,ard_regression,feature_type,0.1595030383481487,0.1595030383481487,0.0,0.0,5.253098011016846,5.253098011016846,,,,,,,,,,,,,,,,,,,,,,,0.00717807931442536,,,True,,,4.6760658103579085e-05,0.0003050161520746692,4.0672306995854816e-08,4.346758498247135e-06,300,1805.052676018382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,normalize,,,,
738,polynomial,extra_trees,feature_type,0.1592802276083864,0.1592802276083864,0.0,0.0,20.608476161956787,20.608476161956787,True,mae,None,0.4199491690487235,None,0.0,11,7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,False,True,,,,,,,mean,robust_scaler,0.7121005284228291,0.24426202903323313,,
739,pca,sgd,feature_type,0.1592352904658029,0.1592352904658029,0.0,0.0,2.818849802017212,2.818849802017212,,,,,,,,,,,2.971538471646745e-05,,,,,,,,,,,,0.00025150332483518775,,,True,,squared_loss,,,,,,,,,,False,invscaling,l1,0.0005025099594289611,,,,0.24880503730705628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9618927841145228,True,,,,,,,,,,mean,standardize,,,,
740,select_rates_regression,sgd,feature_type,0.1592215799277097,0.1592215799277097,0.0,0.0,5.15846848487854,5.15846848487854,,,,,,,,,,,1.0679589620808647e-06,,,,,,,,,,,,1.0938498471580442e-05,,,True,,squared_loss,,,,,,,,,,True,invscaling,elasticnet,1.820149352915418e-07,,,,0.1843869100267085,,,,,0.6818043350718609,,,,,,,,,,f_regression,,,,,,,,,,0.10134163974244804,fwe,,,,,,,,,,,,,,,,,mean,robust_scaler,0.7690809563099171,0.18102964222117196,,
741,pca,sgd,feature_type,0.1592080651012801,0.1592080651012801,0.0,0.0,5.030017852783203,5.030017852783203,,,,,,,,,,,3.918079172075032e-05,,,,,,,,,,,,1.1665809602601896e-05,,,True,,squared_loss,,,,,,,,,,True,constant,l1,0.00046331323002970836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9700458933226701,True,,,,,,,,,,median,quantile_transformer,,,608,normal
742,polynomial,sgd,feature_type,0.1592007835661967,0.1592007835661967,0.0,0.0,7.4332380294799805,7.4332380294799805,,,,,,,,,,,0.0022666321122153197,,,,,,,,,,,,0.00012768025235515503,,,True,,squared_loss,,,,,,,,,,True,invscaling,l2,0.00012411985563163497,,,,0.24819496999482765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,False,False,,,,,,,median,quantile_transformer,,,834,uniform
743,select_rates_regression,random_forest,feature_type,0.1591799277371559,0.1591799277371559,0.0,0.0,8.713768005371094,8.713768005371094,False,mae,None,0.32729060273406707,None,0.0,15,20,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f_regression,,,,,,,,,,0.25523433795147976,fwe,,,,,,,,,,,,,,,,,most_frequent,standardize,,,,
744,select_rates_regression,extra_trees,feature_type,0.1590981033626408,0.1590981033626408,0.0,0.0,8.42123556137085,8.42123556137085,False,friedman_mse,None,0.11276027581680356,None,0.0,6,17,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f_regression,,,,,,,,,,0.25801726076810855,fdr,,,,,,,,,,,,,,,,,median,minmax,,,,
745,polynomial,sgd,feature_type,0.1590086861287308,0.1590086861287308,0.0,0.0,6.051447629928589,6.051447629928589,,,,,,,,,,,0.0012471720087037738,,,,,,,,,,,,3.832014378795765e-05,,,True,,squared_loss,,,,,,,,,,True,invscaling,elasticnet,0.00044389523895021105,,,,0.12174401684539254,,,,,0.4464920397038495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,True,False,,,,,,,mean,minmax,,,,
746,kernel_pca,sgd,feature_type,0.1588300156659672,0.1588300156659672,0.0,0.0,2.8612678050994877,2.8612678050994877,,,,,,,,,,,0.0005287183420082821,,,,,,,,,,,,4.119256529597496e-05,,,True,,squared_loss,,,,,,,,,,True,invscaling,elasticnet,0.008004364629158009,,,,0.2960877283369201,,,,,0.22538388185828384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,,cosine,,median,standardize,,,,
747,CustomFeatureAgglomeration,ard_regression,feature_type,0.158822915944656,0.158822915944656,0.0,0.0,5.653827905654907,5.653827905654907,,,,,,,,,,,,,,,,,,,,,,,0.0004280211474554591,,,True,,,0.0008604166359709923,7.672401536123147e-10,1.224725336461921e-07,0.00029383491367484653,300,5932.652009131437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cosine,average,18,median,,,,,,,,,,,,mean,quantile_transformer,,,492,normal
748,extra_trees_preproc_for_regression,sgd,feature_type,0.1587568044320407,0.1587568044320407,0.0,0.0,3.891639709472656,3.891639709472656,,,,,,,,,,,9.847744360336595e-05,,,,,,,,,,,,0.00013203609452456272,,,True,,squared_loss,,,,,,,,,,False,invscaling,elasticnet,0.0007672143427007962,,,,0.1481110839754038,,,,,0.03073821396465981,,,,,,,,,,,False,friedman_mse,None,0.8961923092123681,None,3,8,0.0,100,,,,,,,,,,,,,,,,,,,most_frequent,quantile_transformer,,,701,uniform
749,fast_ica,extra_trees,feature_type,0.1587396898816445,0.1587396898816445,0.0,0.0,12.70057773590088,12.70057773590088,False,mae,None,0.11873353743025912,None,0.0,2,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,deflation,exp,1500,,,,mean,minmax,,,,
750,pca,random_forest,feature_type,0.1585356115225625,0.1585356115225625,0.0,0.0,7.311263561248779,7.311263561248779,True,mae,None,0.18869728821556347,None,0.0,7,12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6069429490346461,False,,,,,,,,,,median,minmax,,,,
751,kernel_pca,sgd,feature_type,0.1584923172956626,0.1584923172956626,0.0,0.0,4.875875949859619,4.875875949859619,,,,,,,,,,,5.051842813481936e-05,,,,,,,,,,,,1.0676399708536019e-05,,,True,,squared_loss,,,,,,,,,,True,invscaling,l2,0.009481730505527908,,,,0.1969117969139251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,sigmoid,0.0,mean,robust_scaler,0.8058312715849733,0.1937801284897844,,
752,kernel_pca,sgd,feature_type,0.1584101656858683,0.1584101656858683,0.0,0.0,4.133181095123291,4.133181095123291,,,,,,,,,,,0.00015783338778972193,,,,,,,,,,,,3.33915176287671e-05,,,True,,squared_loss,,,,,,,,,,False,constant,elasticnet,0.0014512946654350188,,,,,,,,,0.26148416208723063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224,,cosine,,most_frequent,robust_scaler,0.7805914793880999,0.2252553127528617,,
753,extra_trees_preproc_for_regression,decision_tree,feature_type,0.1583388508007585,0.1583388508007585,0.0,0.0,5.880414724349976,5.880414724349976,,mae,,1.0,None,0.0,10,9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.123136353230344,,,,,,,,,,,,,,,,,,,True,mae,None,0.320780659160241,None,7,18,0.0,100,,,,,,,,,,,,,,,,,,,median,standardize,,,,
754,polynomial,sgd,feature_type,0.1582599060562168,0.1582599060562168,0.0,0.0,3.5903708934783936,3.5903708934783936,,,,,,,,,,,4.41846496974791e-06,,,,,,,,,,,,7.381394474424813e-05,,,True,,squared_loss,,,,,,,,,,True,invscaling,l1,3.2454054067523584e-07,,,,0.22372609426768159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,True,False,,,,,,,most_frequent,quantile_transformer,,,1133,normal
755,pca,k_nearest_neighbors,feature_type,0.1581277380447171,0.1581277380447171,0.0,0.0,2.774899482727051,2.774899482727051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1,uniform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8587199458344537,False,,,,,,,,,,mean,robust_scaler,0.8313999955900518,0.19204625913269724,,
756,select_rates_regression,CustomKernelRidgeRegression,feature_type,0.1581205333124647,0.1581205333124647,0.0,0.0,4.786154747009277,4.786154747009277,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11706223819302843,polynomial,4.036289926329043,2,,,,,,,,,,,f_regression,,,,,,,,,,0.1,fwe,,,,,,,,,,,,,,,,,mean,robust_scaler,0.7343336085373975,0.2736763464855922,,
757,kernel_pca,sgd,feature_type,0.1580345608404108,0.1580345608404108,0.0,0.0,4.334986209869385,4.334986209869385,,,,,,,,,,,3.968038292558951e-05,,,,,,,,,,,,0.00011174362384574469,,,True,,squared_loss,,,,,,,,,,True,invscaling,l2,0.001439356067159502,,,,0.042081912346779014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,0.011558455102398195,rbf,,most_frequent,robust_scaler,0.7592862967883596,0.2759539417749983,,
758,polynomial,sgd,feature_type,0.158026119086681,0.158026119086681,0.0,0.0,5.381992816925049,5.381992816925049,,,,,,,,,,,0.0011349681477290038,,,,,,,,,,,,1.0574833901168311e-05,,,True,,squared_loss,,,,,,,,,,True,invscaling,l1,0.001598908417175099,,,,0.11898264444282558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,True,True,,,,,,,most_frequent,quantile_transformer,,,1183,uniform
759,pca,decision_tree,feature_type,0.1580186413794579,0.1580186413794579,0.0,0.0,2.944952964782715,2.944952964782715,,mse,,1.0,None,0.0,6,17,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7392417323223293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5703960431850449,False,,,,,,,,,,mean,quantile_transformer,,,315,uniform
760,random_trees_embedding,decision_tree,feature_type,0.157742916386525,0.157742916386525,0.0,0.0,5.916584253311157,5.916584253311157,,mae,,1.0,None,0.0,13,7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.780173967762184,,,,,,,,,,,,,,,,,,,True,,10,,None,20,13,1.0,58,,,,,,,,,,,,,,,,,,,median,standardize,,,,
761,select_rates_regression,sgd,feature_type,0.1577240372614582,0.1577240372614582,0.0,0.0,3.919559955596924,3.919559955596924,,,,,,,,,,,2.3325921161256178e-05,,,,,,,,,,,,3.210361653720151e-05,,,True,,squared_loss,,,,,,,,,,False,constant,l1,0.0004708761555082028,,,,,,,,,,,,,,,,,,,f_regression,,,,,,,,,,0.2126203569554382,fpr,,,,,,,,,,,,,,,,,most_frequent,minmax,,,,
762,polynomial,random_forest,feature_type,0.1575895502847963,0.1575895502847963,0.0,0.0,30.289355278015137,30.289355278015137,True,mae,None,0.22735262753684676,None,0.0,11,17,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,True,True,,,,,,,most_frequent,standardize,,,,
763,pca,sgd,feature_type,0.1573594131169851,0.1573594131169851,0.0,0.0,2.925384998321533,2.925384998321533,,,,,,,,,,,8.422089570923913e-06,,,,,,,,,,,,0.0002948846039657561,,,True,,squared_loss,,,,,,,,,,True,invscaling,l2,0.00047632736343450826,,,,0.0670889402192753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9893349083583944,False,,,,,,,,,,most_frequent,minmax,,,,
764,nystroem_sampler,sgd,feature_type,0.1573016895265455,0.1573016895265455,0.0,0.0,2.84366226196289,2.84366226196289,,,,,,,,,,,1.1917819829442476e-07,,,,,,,,,,,,5.6196763781358806e-05,,,True,,squared_loss,,,,,,,,,,True,constant,l2,0.0009352024198460105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,0.07799857020742443,rbf,,mean,robust_scaler,0.7217419819371315,0.26837029827027914,,
765,polynomial,sgd,feature_type,0.1572919104047062,0.1572919104047062,0.0,0.0,3.448240280151367,3.448240280151367,,,,,,,,,,,7.686697541245184e-05,,,,,,,,,,,,3.0138717978360113e-05,,,True,,squared_loss,,,,,,,,,,True,invscaling,elasticnet,0.002644542947299481,,,,0.22123089149868197,,,,,0.2981973379312819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,True,False,,,,,,,mean,quantile_transformer,,,1000,uniform
766,select_rates_regression,sgd,feature_type,0.1572305151524993,0.1572305151524993,0.0,0.0,5.006785869598389,5.006785869598389,,,,,,,,,,,1.470370861598528e-06,,,,,,,,,,,,1.4260645608665687e-05,,,True,,squared_loss,,,,,,,,,,True,invscaling,l2,4.6998085396048936e-07,,,,0.17942680514963785,,,,,,,,,,,,,,,f_regression,,,,,,,,,,0.110711867943611,fwe,,,,,,,,,,,,,,,,,most_frequent,robust_scaler,0.7717485167912915,0.17268510470883802,,
767,select_rates_regression,sgd,feature_type,0.1571713688901258,0.1571713688901258,0.0,0.0,4.426825761795044,4.426825761795044,,,,,,,,,,,5.963577902905662e-07,,,,,0.00011451486235342686,,,,,,,1.0941165527842314e-05,,,True,,squared_epsilon_insensitive,,,,,,,,,,True,invscaling,l2,2.5345289944063376e-07,,,,0.193345551212196,,,,,,,,,,,,,,,f_regression,,,,,,,,,,0.11249515566650774,fwe,,,,,,,,,,,,,,,,,most_frequent,robust_scaler,0.7395858863401421,0.26083236253435627,,
768,pca,sgd,feature_type,0.1570960056885134,0.1570960056885134,0.0,0.0,3.269681453704834,3.269681453704834,,,,,,,,,,,4.509378481673329e-05,,,,,,,,,,,,0.00010843757136224427,,,True,,squared_loss,,,,,,,,,,False,constant,elasticnet,0.0006923086271099598,,,,,,,,,0.14999999999999974,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9599326220002916,False,,,,,,,,,,most_frequent,minmax,,,,
769,kernel_pca,sgd,feature_type,0.1570911626866349,0.1570911626866349,0.0,0.0,3.63911509513855,3.63911509513855,,,,,,,,,,,0.0024505542063708906,,,,,,,,,,,,9.311134861241968e-05,,,True,,squared_loss,,,,,,,,,,True,constant,l2,0.0016523101241205536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239,0.04146174852089141,rbf,,mean,robust_scaler,0.7853859061068617,0.25154549771261697,,
770,select_percentile_regression,sgd,feature_type,0.1570083416781049,0.1570083416781049,0.0,0.0,5.700646638870239,5.700646638870239,,,,,,,,,,,0.0009806739297620925,,,,,0.02617504315875969,,,,,,,0.0004027606345260442,,,True,,squared_epsilon_insensitive,,,,,,,,,,False,invscaling,l1,0.004511175723567915,,,,0.25,,,,,,,,,,,,,,50.87239072508703,mutual_info,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,power_transformer,,,,
771,polynomial,sgd,feature_type,0.1567666480767759,0.1567666480767759,0.0,0.0,5.0823705196380615,5.0823705196380615,,,,,,,,,,,0.0015824796752417361,,,,,,,,,,,,3.7466816751979414e-05,,,True,,squared_loss,,,,,,,,,,False,invscaling,l2,0.0004623626770618487,,,,0.3829417164665833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,True,False,,,,,,,mean,quantile_transformer,,,908,uniform
772,,sgd,feature_type,0.1567381134272689,0.1567381134272689,0.0,0.0,4.245086193084717,4.245086193084717,,,,,,,,,,,0.000334823645676444,,,,,,,,,,,,3.405846912880495e-05,,,True,,squared_loss,,,,,,,,,,True,constant,l1,0.004510090314577377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,minmax,,,,
773,,sgd,feature_type,0.1567021142455495,0.1567021142455495,0.0,0.0,4.740222692489624,4.740222692489624,,,,,,,,,,,4.366412262566352e-05,,,,,,,,,,,,0.00012324836285356613,,,True,,squared_loss,,,,,,,,,,True,constant,l1,0.010718331849677007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,quantile_transformer,,,1555,uniform
774,select_rates_regression,sgd,feature_type,0.156603814359902,0.156603814359902,0.0,0.0,5.158129453659058,5.158129453659058,,,,,,,,,,,9.58903794295774e-06,,,,,,,,,,,,1.2115413546662428e-05,,,True,,squared_loss,,,,,,,,,,True,invscaling,l1,1.2143565243768412e-07,,,,0.28384120056314405,,,,,,,,,,,,,,,f_regression,,,,,,,,,,0.10985795003494979,fdr,,,,,,,,,,,,,,,,,most_frequent,robust_scaler,0.7704107739619305,0.21992394155636893,,
775,polynomial,sgd,feature_type,0.1565512730578716,0.1565512730578716,0.0,0.0,6.537210464477539,6.537210464477539,,,,,,,,,,,0.000220288291601064,,,,,0.09626553572518741,,,,,,,4.6332175683729123e-05,,,True,,squared_epsilon_insensitive,,,,,,,,,,True,constant,l1,0.00048421310573637527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,False,True,,,,,,,median,quantile_transformer,,,1251,uniform
776,select_rates_regression,sgd,feature_type,0.1565069329246213,0.1565069329246213,0.0,0.0,5.859323263168335,5.859323263168335,,,,,,,,,,,0.0008333794199084705,,,,,,,,,,,,4.899443009423637e-05,,,True,,squared_loss,,,,,,,,,,False,invscaling,elasticnet,0.0005024233919040118,,,,0.16491383580662877,,,,,0.035536276807936154,,,,,,,,,,f_regression,,,,,,,,,,0.16740044024833187,fwe,,,,,,,,,,,,,,,,,median,power_transformer,,,,
777,polynomial,sgd,feature_type,0.1565017964617497,0.1565017964617497,0.0,0.0,5.439589500427246,5.439589500427246,,,,,,,,,,,0.0030284834941258316,,,,,,,,,,,,0.00010445212607123742,,,True,,squared_loss,,,,,,,,,,True,invscaling,elasticnet,0.0003601494966216131,,,,0.30368953847769453,,,,,0.14999999999999974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,True,False,,,,,,,median,quantile_transformer,,,719,uniform
778,CustomFeatureAgglomeration,ard_regression,feature_type,0.1561721455971975,0.1561721455971975,0.0,0.0,4.844786167144775,4.844786167144775,,,,,,,,,,,,,,,,,,,,,,,1.7328932916862357e-05,,,True,,,0.0009548767245668006,0.0001118354363483644,3.4596832344180543e-10,9.28685243957454e-06,300,1619.6531909145697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,euclidean,complete,26,median,,,,,,,,,,,,median,power_transformer,,,,
779,polynomial,sgd,feature_type,0.1560552536900455,0.1560552536900455,0.0,0.0,7.436787128448486,7.436787128448486,,,,,,,,,,,0.0011799070581909284,,,,,,,,,,,,3.124860044097835e-05,,,True,,squared_loss,,,,,,,,,,True,invscaling,l2,3.2593085579349087e-07,,,,0.2062715031266979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,True,False,,,,,,,most_frequent,quantile_transformer,,,1095,normal
780,kernel_pca,sgd,feature_type,0.1559780390578526,0.1559780390578526,0.0,0.0,5.100583553314209,5.100583553314209,,,,,,,,,,,0.00016711452464751375,,,,,,,,,,,,3.314828073814839e-05,,,True,,squared_loss,,,,,,,,,,True,constant,l2,0.002660259841631499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,sigmoid,-0.06793732245014739,most_frequent,robust_scaler,0.7739002788971312,0.1716523031299012,,
781,random_trees_embedding,sgd,feature_type,0.1558399544142993,0.1558399544142993,0.0,0.0,5.669412612915039,5.669412612915039,,,,,,,,,,,0.0035753575370721844,,,,,,,,,,,,0.011088390037499802,,,True,,squared_loss,,,,,,,,,,True,invscaling,elasticnet,0.0012231519208057992,,,,0.20419016565090192,,,,,0.004825187132214954,,,,,,,,,,,False,,7,,None,1,16,1.0,83,,,,,,,,,,,,,,,,,,,median,none,,,,
782,select_percentile_regression,adaboost,feature_type,0.1556881527142557,0.1556881527142557,0.0,0.0,5.593563795089722,5.593563795089722,,,3,,,,,,,,,,,,,,,,,,,,,,,,,linear,,,,,,,,,,,0.07361124620053006,,,,,144,,,,,,,,,,,,,,,9.746241641919072,mutual_info,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,robust_scaler,0.8669142680940064,0.20687685247341212,,
783,select_percentile_regression,random_forest,feature_type,0.1556538498478539,0.1556538498478539,0.0,0.0,14.869224786758425,14.869224786758425,True,friedman_mse,None,0.8871062778771389,None,0.0,1,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.348159576512339,f_regression,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,minmax,,,,
784,pca,sgd,feature_type,0.1555170982767353,0.1555170982767353,0.0,0.0,5.341581106185913,5.341581106185913,,,,,,,,,,,1.0885109950725292e-07,,,,,1.592747319370159e-05,,,,,,,2.2272760221397402e-05,,,True,,squared_epsilon_insensitive,,,,,,,,,,True,constant,elasticnet,2.5774013259328823e-05,,,,,,,,,0.9981519441905206,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9816636074149009,True,,,,,,,,,,mean,power_transformer,,,,
785,select_percentile_regression,mlp,feature_type,0.1554843429119924,0.1554843429119924,0.0,0.0,3.4676272869110107,3.4676272869110107,,,,,,,,,,relu,0.0007238746475820443,auto,0.9,0.999,valid,1e-08,3,0.00034809114376443723,32,21,True,adam,0.0001,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,49.262224941077704,f_regression,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,standardize,,,,
786,kitchen_sinks,sgd,feature_type,0.1554264867865584,0.1554264867865584,0.0,0.0,7.185282230377197,7.185282230377197,,,,,,,,,,,0.0004061943768696671,,,,,,,,,,,,1.2606814189780828e-05,,,True,,squared_loss,,,,,,,,,,False,invscaling,elasticnet,0.003580853069187525,,,,0.32112751505264453,,,,,0.3496812705340055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223,0.4963637553137767,,,median,quantile_transformer,,,943,normal
787,nystroem_sampler,sgd,feature_type,0.155087620565105,0.155087620565105,0.0,0.0,6.781785726547241,6.781785726547241,,,,,,,,,,,0.00014229748292753363,,,,,,,,,,,,3.020205995738899e-05,,,True,,squared_loss,,,,,,,,,,False,invscaling,l2,0.0008923771936722693,,,,0.314155970050026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,0.03230677713291037,sigmoid,-0.26830640758553437,most_frequent,robust_scaler,0.7915853000956717,0.16937987742141666,,
